Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Seletar,2018.0,1.0,1.0,15.8,,,,,,,8.3,35.3
Seletar,2018.0,1.0,2.0,8.2,,,,,,,8.3,24.1
Seletar,2018.0,1.0,3.0,26.4,,,,,,,7.9,33.5
Seletar,2018.0,1.0,4.0,0.0,,,,,,,11.5,27.7
Seletar,2018.0,1.0,5.0,2.2,,,,,,,6.5,20.5
Seletar,2018.0,1.0,6.0,0.0,,,,,,,8.3,20.5
Seletar,2018.0,1.0,7.0,4.0,,,,,,,7.9,35.3
Seletar,2018.0,1.0,8.0,64.0,,,,,,,9.0,31.3
Seletar,2018.0,1.0,9.0,10.0,,,,,,,8.6,35.3
Seletar,2018.0,1.0,10.0,26.6,,,,,,,6.8,29.5
Seletar,2018.0,1.0,11.0,13.4,,,,,,,7.6,40.7
Seletar,2018.0,1.0,12.0,11.2,,,,,,,8.3,31.3
Seletar,2018.0,1.0,13.0,23.8,,,,,,,7.2,29.5
Seletar,2018.0,1.0,14.0,6.6,,,,,,,9.0,29.5
Seletar,2018.0,1.0,15.0,1.0,,,,,,,7.9,29.5
Seletar,2018.0,1.0,16.0,0.0,,,,,,,9.4,27.7
Seletar,2018.0,1.0,17.0,0.0,,,,,,,14.4,33.5
Seletar,2018.0,1.0,18.0,0.0,,,,,,,15.8,37.1
Seletar,2018.0,1.0,19.0,1.2,,,,,,,9.7,33.5
Seletar,2018.0,1.0,20.0,28.6,,,,,,,5.8,29.5
Seletar,2018.0,1.0,21.0,0.8,,,,,,,8.3,33.5
Seletar,2018.0,1.0,22.0,0.0,,,,,,,8.3,25.9
Seletar,2018.0,1.0,23.0,5.4,,,,,,,6.8,42.5
Seletar,2018.0,1.0,24.0,8.2,,,,,,,7.9,38.9
Seletar,2018.0,1.0,25.0,30.2,,,,,,,7.2,38.9
Seletar,2018.0,1.0,26.0,0.2,,,,,,,7.2,31.3
Seletar,2018.0,1.0,27.0,0.2,,,,,,,9.7,27.7
Seletar,2018.0,1.0,28.0,55.2,,,,,,,7.2,50.0
Seletar,2018.0,1.0,29.0,0.0,,,,,,,9.0,33.5
Seletar,2018.0,1.0,30.0,100.0,,,,,,,10.8,92.5
Seletar,2018.0,1.0,31.0,13.4,,,,,,,10.8,33.5
Seletar,2018.0,2.0,1.0,0.0,,,,,,,15.8,40.7
Seletar,2018.0,2.0,2.0,8.8,,,,,,,14.0,37.1
Seletar,2018.0,2.0,3.0,0.8,,,,,,,20.9,55.4
Seletar,2018.0,2.0,4.0,1.0,,,,,,,19.4,61.2
Seletar,2018.0,2.0,5.0,0.0,,,,,,,20.5,59.4
Seletar,2018.0,2.0,6.0,0.0,,,,,,,20.5,44.3
Seletar,2018.0,2.0,7.0,0.0,,,,,,,19.1,42.5
Seletar,2018.0,2.0,8.0,0.0,,,,,,,19.4,48.2
Seletar,2018.0,2.0,9.0,0.0,,,,,,,19.1,38.9
Seletar,2018.0,2.0,10.0,0.0,,,,,,,17.6,38.9
Seletar,2018.0,2.0,11.0,0.0,,,,,,,19.4,44.3
Seletar,2018.0,2.0,12.0,0.0,,,,,,,22.3,50.0
Seletar,2018.0,2.0,13.0,0.0,,,,,,,16.2,40.7
Seletar,2018.0,2.0,14.0,0.0,,,,,,,17.6,40.7
Seletar,2018.0,2.0,15.0,7.2,,,,,,,11.9,31.3
Seletar,2018.0,2.0,16.0,0.0,,,,,,,10.8,27.7
Seletar,2018.0,2.0,17.0,11.2,,,,,,,12.6,29.5
Seletar,2018.0,2.0,18.0,0.0,,,,,,,13.7,35.3
Seletar,2018.0,2.0,19.0,0.0,,,,,,,16.6,38.9
Seletar,2018.0,2.0,20.0,0.0,,,,,,,16.6,31.3
Seletar,2018.0,2.0,21.0,0.0,,,,,,,16.6,38.9
Seletar,2018.0,2.0,22.0,0.0,,,,,,,16.2,40.7
Seletar,2018.0,2.0,23.0,1.0,,,,,,,11.5,35.3
Seletar,2018.0,2.0,24.0,2.4,,,,,,,12.2,37.1
Seletar,2018.0,2.0,25.0,0.2,,,,,,,14.4,35.3
Seletar,2018.0,2.0,26.0,0.0,,,,,,,17.6,42.5
Seletar,2018.0,2.0,27.0,0.0,,,,,,,17.6,37.1
Seletar,2018.0,2.0,28.0,1.8,,,,,,,14.0,31.3
Seletar,2018.0,3.0,1.0,2.0,,,,,,,12.6,35.3
Seletar,2018.0,3.0,2.0,56.0,,,,,,,9.4,38.9
Seletar,2018.0,3.0,3.0,0.6,,,,,,,10.1,25.9
Seletar,2018.0,3.0,4.0,0.0,,,,,,,9.0,40.7
Seletar,2018.0,3.0,5.0,0.0,,,,,,,15.8,35.3
Seletar,2018.0,3.0,6.0,0.0,,,,,,,10.1,33.5
Seletar,2018.0,3.0,7.0,29.6,,,,,,,9.0,35.3
Seletar,2018.0,3.0,8.0,0.0,,,,,,,11.9,35.3
Seletar,2018.0,3.0,9.0,0.0,,,,,,,19.4,46.4
Seletar,2018.0,3.0,10.0,1.8,,,,,,,19.8,55.4
Seletar,2018.0,3.0,11.0,0.0,,,,,,,18.4,42.5
Seletar,2018.0,3.0,12.0,0.0,,,,,,,15.8,44.3
Seletar,2018.0,3.0,13.0,0.0,,,,,,,14.8,46.4
Seletar,2018.0,3.0,14.0,0.0,,,,,,,13.7,38.9
Seletar,2018.0,3.0,15.0,0.0,,,,,,,9.7,25.9
Seletar,2018.0,3.0,16.0,12.6,,,,,,,12.6,46.4
Seletar,2018.0,3.0,17.0,0.0,,,,,,,13.0,40.7
Seletar,2018.0,3.0,18.0,0.0,,,,,,,15.5,40.7
Seletar,2018.0,3.0,19.0,0.0,,,,,,,13.0,31.3
Seletar,2018.0,3.0,20.0,0.2,,,,,,,11.5,31.3
Seletar,2018.0,3.0,21.0,1.0,,,,,,,8.3,31.3
Seletar,2018.0,3.0,22.0,0.0,,,,,,,18.0,40.7
Seletar,2018.0,3.0,23.0,0.0,,,,,,,16.2,40.7
Seletar,2018.0,3.0,24.0,0.0,,,,,,,15.5,38.9
Seletar,2018.0,3.0,25.0,4.2,,,,,,,8.3,31.3
Seletar,2018.0,3.0,26.0,0.0,,,,,,,11.5,40.7
Seletar,2018.0,3.0,27.0,3.6,,,,,,,11.2,40.7
Seletar,2018.0,3.0,28.0,3.8,,,,,,,7.2,35.3
Seletar,2018.0,3.0,29.0,1.0,,,,,,,7.9,33.5
Seletar,2018.0,3.0,30.0,26.6,,,,,,,6.5,42.5
Seletar,2018.0,3.0,31.0,0.2,,,,,,,9.4,37.1
Seletar,2018.0,4.0,1.0,8.2,,,,,,,10.8,38.9
Seletar,2018.0,4.0,2.0,0.0,,,,,,,10.8,35.3
Seletar,2018.0,4.0,3.0,0.0,,,,,,,13.3,31.3
Seletar,2018.0,4.0,4.0,0.0,,,,,,,13.3,29.5
Seletar,2018.0,4.0,5.0,0.2,,,,,,,11.2,48.2
Seletar,2018.0,4.0,6.0,1.4,,,,,,,10.1,46.4
Seletar,2018.0,4.0,7.0,20.2,,,,,,,13.0,40.7
Seletar,2018.0,4.0,8.0,0.0,,,,,,,16.9,37.1
Seletar,2018.0,4.0,9.0,0.0,,,,,,,19.1,46.4
Seletar,2018.0,4.0,10.0,0.0,,,,,,,10.4,33.5
Seletar,2018.0,4.0,11.0,0.0,,,,,,,13.7,31.3
Seletar,2018.0,4.0,12.0,0.0,,,,,,,12.6,37.1
Seletar,2018.0,4.0,13.0,0.0,,,,,,,14.4,44.3
Seletar,2018.0,4.0,14.0,11.0,,,,,,,7.6,29.5
Seletar,2018.0,4.0,15.0,6.0,,,,,,,7.9,37.1
Seletar,2018.0,4.0,16.0,19.4,,,,,,,8.3,33.5
Seletar,2018.0,4.0,17.0,0.0,,,,,,,9.4,29.5
Seletar,2018.0,4.0,18.0,0.0,,,,,,,13.7,33.5
Seletar,2018.0,4.0,19.0,2.0,,,,,,,7.9,48.2
Seletar,2018.0,4.0,20.0,23.4,,,,,,,10.1,48.2
Seletar,2018.0,4.0,21.0,19.4,,,,,,,6.8,48.2
Seletar,2018.0,4.0,22.0,1.4,,,,,,,6.5,51.8
Seletar,2018.0,4.0,23.0,26.8,,,,,,,6.5,37.1
Seletar,2018.0,4.0,24.0,0.0,,,,,,,6.8,27.7
Seletar,2018.0,4.0,25.0,0.0,,,,,,,7.6,29.5
Seletar,2018.0,4.0,26.0,11.8,,,,,,,7.9,33.5
Seletar,2018.0,4.0,27.0,32.0,,,,,,,6.8,53.6
Seletar,2018.0,4.0,28.0,0.4,,,,,,,7.2,40.7
Seletar,2018.0,4.0,29.0,0.0,,,,,,,11.2,35.3
Seletar,2018.0,4.0,30.0,0.0,,,,,,,9.0,38.9
Seletar,2018.0,5.0,1.0,5.8,,,,27.2,30.9,25.8,6.5,31.3
Seletar,2018.0,5.0,2.0,20.4,,,,28.1,35.0,24.8,5.8,59.4
Seletar,2018.0,5.0,3.0,28.6,,,,27.9,33.9,24.0,10.8,42.5
Seletar,2018.0,5.0,4.0,18.8,,,,29.1,33.8,25.2,8.6,31.3
Seletar,2018.0,5.0,5.0,0.0,,,,28.7,33.6,25.8,7.2,29.5
Seletar,2018.0,5.0,6.0,0.0,,,,29.6,34.4,26.7,9.7,38.9
Seletar,2018.0,5.0,7.0,0.6,,,,30.1,35.0,26.3,10.8,37.1
Seletar,2018.0,5.0,8.0,0.0,,,,30.6,34.7,27.5,11.9,37.1
Seletar,2018.0,5.0,9.0,0.0,,,,30.8,34.8,28.5,12.2,33.5
Seletar,2018.0,5.0,10.0,0.0,,,,29.9,33.9,27.6,10.8,42.5
Seletar,2018.0,5.0,11.0,0.4,,,,29.9,35.2,27.6,9.7,31.3
Seletar,2018.0,5.0,12.0,0.0,,,,30.3,34.8,27.8,9.7,37.1
Seletar,2018.0,5.0,13.0,5.0,,,,28.7,31.8,26.1,6.8,22.3
Seletar,2018.0,5.0,14.0,0.8,,,,29.3,34.1,25.8,8.6,27.7
Seletar,2018.0,5.0,15.0,1.0,,,,29.0,33.8,27.0,7.9,25.9
Seletar,2018.0,5.0,16.0,9.0,,,,27.7,34.3,25.6,7.6,42.5
Seletar,2018.0,5.0,17.0,0.0,,,,29.0,34.2,25.9,7.2,40.7
Seletar,2018.0,5.0,18.0,72.0,,,,28.1,34.6,23.9,9.7,64.8
Seletar,2018.0,5.0,19.0,0.6,,,,28.0,33.3,25.3,5.8,44.3
Seletar,2018.0,5.0,20.0,0.4,,,,27.3,30.0,26.3,7.6,20.5
Seletar,2018.0,5.0,21.0,0.0,,,,29.0,33.5,25.9,6.5,25.9
Seletar,2018.0,5.0,22.0,1.0,,,,29.0,34.4,26.7,8.3,31.3
Seletar,2018.0,5.0,23.0,14.4,,,,28.0,31.8,24.5,9.0,33.5
Seletar,2018.0,5.0,24.0,0.8,,,,28.7,34.0,24.4,10.8,27.7
Seletar,2018.0,5.0,25.0,3.4,,,,29.5,34.2,26.8,7.2,29.5
Seletar,2018.0,5.0,26.0,39.4,,,,27.9,32.6,25.5,7.9,35.3
Seletar,2018.0,5.0,27.0,0.4,,,,28.0,32.4,25.7,6.8,27.7
Seletar,2018.0,5.0,28.0,21.6,,,,28.0,30.6,24.7,7.2,31.3
Seletar,2018.0,5.0,29.0,0.0,,,,28.8,32.8,26.2,6.8,29.5
Seletar,2018.0,5.0,30.0,4.0,,,,28.0,31.9,26.1,6.8,20.5
Seletar,2018.0,5.0,31.0,2.2,,,,28.0,31.4,24.7,6.5,38.9
Seletar,2018.0,6.0,1.0,37.2,,,,,,,6.1,46.4
Seletar,2018.0,6.0,2.0,40.6,,,,,,,7.6,51.8
Seletar,2018.0,6.0,3.0,0.0,,,,,,,7.9,29.5
Seletar,2018.0,6.0,4.0,0.0,,,,,,,9.4,35.3
Seletar,2018.0,6.0,5.0,0.0,,,,,,,11.5,31.3
Seletar,2018.0,6.0,6.0,0.0,,,,,,,10.1,27.7
Seletar,2018.0,6.0,7.0,0.0,,,,,,,10.8,31.3
Seletar,2018.0,6.0,8.0,5.2,,,,,,,8.3,53.6
Seletar,2018.0,6.0,9.0,0.0,,,,,,,10.4,25.9
Seletar,2018.0,6.0,10.0,0.0,,,,,,,13.7,42.5
Seletar,2018.0,6.0,11.0,0.0,,,,,,,14.8,38.9
Seletar,2018.0,6.0,12.0,0.0,,,,,,,11.9,37.1
Seletar,2018.0,6.0,13.0,78.6,,,,,,,9.7,74.2
Seletar,2018.0,6.0,14.0,35.6,,,,,,,6.5,44.3
Seletar,2018.0,6.0,15.0,11.6,,,,,,,7.6,51.8
Seletar,2018.0,6.0,16.0,0.0,,,,,,,12.2,33.5
Seletar,2018.0,6.0,17.0,0.0,,,,,,,9.4,33.5
Seletar,2018.0,6.0,18.0,29.6,,,,,,,8.6,40.7
Seletar,2018.0,6.0,19.0,7.6,,,,,,,12.2,55.4
Seletar,2018.0,6.0,20.0,14.6,,,,,,,6.1,46.4
Seletar,2018.0,6.0,21.0,0.6,,,,,,,7.9,42.5
Seletar,2018.0,6.0,22.0,4.2,,,,,,,8.3,31.3
Seletar,2018.0,6.0,23.0,14.8,,,,,,,6.5,31.3
Seletar,2018.0,6.0,24.0,0.0,,,,,,,7.9,31.3
Seletar,2018.0,6.0,25.0,3.6,,,,,,,9.4,38.9
Seletar,2018.0,6.0,26.0,5.4,,,,,,,6.8,25.9
Seletar,2018.0,6.0,27.0,9.2,,,,,,,7.6,40.7
Seletar,2018.0,6.0,28.0,0.0,,,,,,,9.4,27.7
Seletar,2018.0,6.0,29.0,41.2,,,,,,,7.6,33.5
Seletar,2018.0,6.0,30.0,0.0,,,,,,,10.1,29.5
Seletar,2018.0,7.0,1.0,4.2,,,,,,,7.6,42.5
Seletar,2018.0,7.0,2.0,0.2,,,,,,,7.2,35.3
Seletar,2018.0,7.0,3.0,8.0,,,,,,,7.6,46.4
Seletar,2018.0,7.0,4.0,0.0,,,,,,,10.4,27.7
Seletar,2018.0,7.0,5.0,0.0,,,,,,,13.7,37.1
Seletar,2018.0,7.0,6.0,0.0,,,,,,,13.0,38.9
Seletar,2018.0,7.0,7.0,1.8,,,,,,,9.7,51.8
Seletar,2018.0,7.0,8.0,0.0,,,,,,,12.6,37.1
Seletar,2018.0,7.0,9.0,0.0,,,,,,,11.2,42.5
Seletar,2018.0,7.0,10.0,0.4,,,,,,,10.8,48.2
Seletar,2018.0,7.0,11.0,0.0,,,,,,,8.3,29.5
Seletar,2018.0,7.0,12.0,0.0,,,,,,,10.1,31.3
Seletar,2018.0,7.0,13.0,0.0,,,,,,,14.4,38.9
Seletar,2018.0,7.0,14.0,1.6,,,,,,,10.8,44.3
Seletar,2018.0,7.0,15.0,3.0,,,,,,,10.8,51.8
Seletar,2018.0,7.0,16.0,0.0,,,,,,,14.0,33.5
Seletar,2018.0,7.0,17.0,0.0,,,,,,,14.4,33.5
Seletar,2018.0,7.0,18.0,0.0,,,,,,,16.2,40.7
Seletar,2018.0,7.0,19.0,26.0,,,,,,,11.5,46.4
Seletar,2018.0,7.0,20.0,3.6,,,,,,,10.4,37.1
Seletar,2018.0,7.0,21.0,0.0,,,,,,,7.9,31.3
Seletar,2018.0,7.0,22.0,1.0,,,,,,,8.6,31.3
Seletar,2018.0,7.0,23.0,0.0,,,,,,,12.2,33.5
Seletar,2018.0,7.0,24.0,0.0,,,,,,,13.7,38.9
Seletar,2018.0,7.0,25.0,30.8,,,,,,,8.3,46.4
Seletar,2018.0,7.0,26.0,0.0,,,,,,,11.5,37.1
Seletar,2018.0,7.0,27.0,0.0,,,,,,,11.5,35.3
Seletar,2018.0,7.0,28.0,0.0,,,,,,,12.6,33.5
Seletar,2018.0,7.0,29.0,0.0,,,,,,,10.1,37.1
Seletar,2018.0,7.0,30.0,10.0,,,,,,,8.6,42.5
Seletar,2018.0,7.0,31.0,0.0,,,,,,,9.4,33.5
Seletar,2018.0,8.0,1.0,1.2,,,,,,,9.4,27.7
Seletar,2018.0,8.0,2.0,0.0,,,,,,,11.9,31.3
Seletar,2018.0,8.0,3.0,0.0,,,,,,,11.9,33.5
Seletar,2018.0,8.0,4.0,23.4,,,,,,,11.2,57.2
Seletar,2018.0,8.0,5.0,6.4,,,,,,,10.1,44.3
Seletar,2018.0,8.0,6.0,0.0,,,,,,,11.9,38.9
Seletar,2018.0,8.0,7.0,0.0,,,,,,,13.0,33.5
Seletar,2018.0,8.0,8.0,2.4,,,,,,,10.4,76.0
Seletar,2018.0,8.0,9.0,0.0,,,,,,,11.2,35.3
Seletar,2018.0,8.0,10.0,0.0,,,,,,,12.6,37.1
Seletar,2018.0,8.0,11.0,0.0,,,,,,,11.9,42.5
Seletar,2018.0,8.0,12.0,0.0,,,,,,,10.8,33.5
Seletar,2018.0,8.0,13.0,0.0,,,,,,,14.0,35.3
Seletar,2018.0,8.0,14.0,0.0,,,,,,,15.5,46.4
Seletar,2018.0,8.0,15.0,0.0,,,,,,,14.8,35.3
Seletar,2018.0,8.0,16.0,0.0,,,,,,,13.3,31.3
Seletar,2018.0,8.0,17.0,1.0,,,,,,,13.0,42.5
Seletar,2018.0,8.0,18.0,0.2,,,,,,,14.8,40.7
Seletar,2018.0,8.0,19.0,0.0,,,,,,,15.5,38.9
Seletar,2018.0,8.0,20.0,8.6,,,,,,,11.2,42.5
Seletar,2018.0,8.0,21.0,0.0,,,,,,,12.2,38.9
Seletar,2018.0,8.0,22.0,16.2,,,,,,,6.1,40.7
Seletar,2018.0,8.0,23.0,0.6,,,,,,,9.0,29.5
Seletar,2018.0,8.0,24.0,19.4,,,,,,,6.5,66.6
Seletar,2018.0,8.0,25.0,0.0,,,,,,,11.2,50.0
Seletar,2018.0,8.0,26.0,0.0,,,,,,,13.0,31.3
Seletar,2018.0,8.0,27.0,0.0,,,,,,,12.2,40.7
Seletar,2018.0,8.0,28.0,2.4,,,,,,,7.9,42.5
Seletar,2018.0,8.0,29.0,8.4,,,,,,,10.8,31.3
Seletar,2018.0,8.0,30.0,0.0,,,,,,,9.7,37.1
Seletar,2018.0,8.0,31.0,13.6,,,,,,,8.3,40.7
Seletar,2018.0,9.0,1.0,7.2,,,,,,,6.5,35.3
Seletar,2018.0,9.0,2.0,2.0,,,,,,,8.6,29.5
Seletar,2018.0,9.0,3.0,0.2,,,,,,,11.2,50.0
Seletar,2018.0,9.0,4.0,37.0,,,,,,,4.3,48.2
Seletar,2018.0,9.0,5.0,0.0,,,,,,,5.8,25.9
Seletar,2018.0,9.0,6.0,0.0,,,,,,,7.2,25.9
Seletar,2018.0,9.0,7.0,23.6,,,,,,,5.0,38.9
Seletar,2018.0,9.0,8.0,7.2,,,,,,,8.3,38.9
Seletar,2018.0,9.0,9.0,13.4,,,,,,,7.6,44.3
Seletar,2018.0,9.0,10.0,4.4,,,,,,,6.8,44.3
Seletar,2018.0,9.0,11.0,0.4,,,,,,,6.1,29.5
Seletar,2018.0,9.0,12.0,0.0,,,,,,,10.8,33.5
Seletar,2018.0,9.0,13.0,0.0,,,,,,,7.9,31.3
Seletar,2018.0,9.0,14.0,0.0,,,,,,,12.2,35.3
Seletar,2018.0,9.0,15.0,0.0,,,,,,,10.1,29.5
Seletar,2018.0,9.0,16.0,0.0,,,,,,,11.9,37.1
Seletar,2018.0,9.0,17.0,0.0,,,,,,,13.0,35.3
Seletar,2018.0,9.0,18.0,75.4,,,,,,,6.8,53.6
Seletar,2018.0,9.0,19.0,45.4,,,,,,,6.1,48.2
Seletar,2018.0,9.0,20.0,20.4,,,,,,,5.8,46.4
Seletar,2018.0,9.0,21.0,1.4,,,,,,,5.0,29.5
Seletar,2018.0,9.0,22.0,0.4,,,,,,,6.1,27.7
Seletar,2018.0,9.0,23.0,0.0,,,,,,,9.0,35.3
Seletar,2018.0,9.0,24.0,0.0,,,,,,,7.9,27.7
Seletar,2018.0,9.0,25.0,0.0,,,,,,,8.6,31.3
Seletar,2018.0,9.0,26.0,0.2,,,,,,,7.6,29.5
Seletar,2018.0,9.0,27.0,0.0,,,,,,,9.7,29.5
Seletar,2018.0,9.0,28.0,0.0,,,,,,,9.4,25.9
Seletar,2018.0,9.0,29.0,0.0,,,,,,,10.1,35.3
Seletar,2018.0,9.0,30.0,0.0,,,,,,,10.8,38.9
Seletar,2018.0,10.0,1.0,0.0,,,,,,,10.8,40.7
Seletar,2018.0,10.0,2.0,0.0,,,,,,,8.6,33.5
Seletar,2018.0,10.0,3.0,0.0,,,,,,,8.3,29.5
Seletar,2018.0,10.0,4.0,0.0,,,,,,,12.6,33.5
Seletar,2018.0,10.0,5.0,0.0,,,,,,,9.7,35.3
Seletar,2018.0,10.0,6.0,14.2,,,,,,,9.0,57.2
Seletar,2018.0,10.0,7.0,1.6,,,,,,,6.8,31.3
Seletar,2018.0,10.0,8.0,5.4,,,,,,,4.7,29.5
Seletar,2018.0,10.0,9.0,31.0,,,,,,,4.7,29.5
Seletar,2018.0,10.0,10.0,97.2,,,,,,,5.0,31.3
Seletar,2018.0,10.0,11.0,13.2,,,,,,,5.8,40.7
Seletar,2018.0,10.0,12.0,14.8,,,,,,,6.8,42.5
Seletar,2018.0,10.0,13.0,0.2,,,,,,,4.7,22.3
Seletar,2018.0,10.0,14.0,8.8,,,,,,,4.3,31.3
Seletar,2018.0,10.0,15.0,0.2,,,,,,,6.8,27.7
Seletar,2018.0,10.0,16.0,0.0,,,,,,,6.1,38.9
Seletar,2018.0,10.0,17.0,21.2,,,,,,,4.3,48.2
Seletar,2018.0,10.0,18.0,5.0,,,,,,,6.1,33.5
Seletar,2018.0,10.0,19.0,8.0,,,,,,,6.1,31.3
Seletar,2018.0,10.0,20.0,0.0,,,,,,,6.8,27.7
Seletar,2018.0,10.0,21.0,0.0,,,,,,,6.5,29.5
Seletar,2018.0,10.0,22.0,0.0,,,,,,,7.9,31.3
Seletar,2018.0,10.0,23.0,59.0,,,,,,,5.4,42.5
Seletar,2018.0,10.0,24.0,0.0,,,,,,,5.4,38.9
Seletar,2018.0,10.0,25.0,65.6,,,,,,,4.3,38.9
Seletar,2018.0,10.0,26.0,0.0,,,,,,,5.8,29.5
Seletar,2018.0,10.0,27.0,0.0,,,,,,,5.4,25.9
Seletar,2018.0,10.0,28.0,2.4,,,,,,,5.0,40.7
Seletar,2018.0,10.0,29.0,4.2,,,,,,,4.3,38.9
Seletar,2018.0,10.0,30.0,1.2,,,,,,,5.8,27.7
Seletar,2018.0,10.0,31.0,0.0,,,,,,,9.0,31.3
Seletar,2018.0,11.0,1.0,1.0,,,,,,,7.9,37.1
Seletar,2018.0,11.0,2.0,7.6,,,,,,,6.5,44.3
Seletar,2018.0,11.0,3.0,19.8,,,,,,,4.0,33.5
Seletar,2018.0,11.0,4.0,0.0,,,,,,,6.5,29.5
Seletar,2018.0,11.0,5.0,0.2,,,,,,,5.0,20.5
Seletar,2018.0,11.0,6.0,7.4,,,,,,,5.4,33.5
Seletar,2018.0,11.0,7.0,5.8,,,,,,,6.1,24.1
Seletar,2018.0,11.0,8.0,5.4,,,,,,,7.2,29.5
Seletar,2018.0,11.0,9.0,0.4,,,,,,,5.4,24.1
Seletar,2018.0,11.0,10.0,6.6,,,,,,,4.7,31.3
Seletar,2018.0,11.0,11.0,11.0,,,,,,,4.7,33.5
Seletar,2018.0,11.0,12.0,40.8,,,,,,,5.4,31.3
Seletar,2018.0,11.0,13.0,1.4,,,,,,,5.0,25.9
Seletar,2018.0,11.0,14.0,6.6,,,,,,,4.7,24.1
Seletar,2018.0,11.0,15.0,4.8,,,,,,,5.8,63.0
Seletar,2018.0,11.0,16.0,0.0,,,,,,,5.4,20.5
Seletar,2018.0,11.0,17.0,13.4,,,,,,,6.5,57.2
Seletar,2018.0,11.0,18.0,2.2,,,,,,,5.4,31.3
Seletar,2018.0,11.0,19.0,28.0,,,,,,,5.0,35.3
Seletar,2018.0,11.0,20.0,4.0,,,,,,,5.4,27.7
Seletar,2018.0,11.0,21.0,33.4,,,,,,,6.8,50.0
Seletar,2018.0,11.0,22.0,19.6,,,,,,,6.1,38.9
Seletar,2018.0,11.0,23.0,0.8,,,,,,,7.6,31.3
Seletar,2018.0,11.0,24.0,0.0,,,,,,,5.8,22.3
Seletar,2018.0,11.0,25.0,5.2,,,,,,,4.3,31.3
Seletar,2018.0,11.0,26.0,12.8,,,,,,,6.5,40.7
Seletar,2018.0,11.0,27.0,0.0,,,,,,,7.2,35.3
Seletar,2018.0,11.0,28.0,25.4,,,,,,,7.9,50.0
Seletar,2018.0,11.0,29.0,32.4,,,,,,,5.8,37.1
Seletar,2018.0,11.0,30.0,2.0,,,,,,,7.6,25.9
Seletar,2018.0,12.0,1.0,39.4,,,,,,,7.2,42.5
Seletar,2018.0,12.0,2.0,1.8,,,,,,,8.3,37.1
Seletar,2018.0,12.0,3.0,12.2,,,,,,,4.0,27.7
Seletar,2018.0,12.0,4.0,0.0,,,,,,,7.9,29.5
Seletar,2018.0,12.0,5.0,7.2,,,,,,,5.8,29.5
Seletar,2018.0,12.0,6.0,2.8,,,,,,,4.7,25.9
Seletar,2018.0,12.0,7.0,6.6,,,,,,,4.7,20.5
Seletar,2018.0,12.0,8.0,27.8,,,,,,,4.7,35.3
Seletar,2018.0,12.0,9.0,0.0,,,,,,,7.2,31.3
Seletar,2018.0,12.0,10.0,0.8,,,,,,,6.1,33.5
Seletar,2018.0,12.0,11.0,44.2,,,,,,,5.8,31.3
Seletar,2018.0,12.0,12.0,0.0,,,,,,,5.4,31.3
Seletar,2018.0,12.0,13.0,0.0,,,,,,,7.9,33.5
Seletar,2018.0,12.0,14.0,0.0,,,,,,,8.6,29.5
Seletar,2018.0,12.0,15.0,52.2,,,,,,,5.4,27.7
Seletar,2018.0,12.0,16.0,5.4,,,,,,,5.8,35.3
Seletar,2018.0,12.0,17.0,0.0,,,,,,,7.6,37.1
Seletar,2018.0,12.0,18.0,0.0,,,,,,,8.3,27.7
Seletar,2018.0,12.0,19.0,9.6,,,,,,,6.1,25.9
Seletar,2018.0,12.0,20.0,76.6,,,,,,,7.2,63.0
Seletar,2018.0,12.0,21.0,3.8,,,,,,,9.7,31.3
Seletar,2018.0,12.0,22.0,3.4,,,,,,,10.8,40.7
Seletar,2018.0,12.0,23.0,7.2,,,,,,,5.0,33.5
Seletar,2018.0,12.0,24.0,0.6,,,,,,,6.5,24.1
Seletar,2018.0,12.0,25.0,0.0,,,,,,,5.0,53.6
Seletar,2018.0,12.0,26.0,0.6,,,,,,,7.2,48.2
Seletar,2018.0,12.0,27.0,0.0,,,,,,,6.5,31.3
Seletar,2018.0,12.0,28.0,0.0,,,,,,,7.9,35.3
Seletar,2018.0,12.0,29.0,0.0,,,,,,,5.4,22.3
Seletar,2018.0,12.0,30.0,3.2,,,,,,,7.6,27.7
Seletar,2018.0,12.0,31.0,19.6,,,,,,,8.6,48.2
Seletar,2019.0,1.0,1.0,0.0,,,,,,,7.6,38.9
Seletar,2019.0,1.0,2.0,0.0,,,,,,,8.3,35.3
Seletar,2019.0,1.0,3.0,0.0,,,,,,,11.2,50.0
Seletar,2019.0,1.0,4.0,0.0,,,,,,,7.9,35.3
Seletar,2019.0,1.0,5.0,15.8,,,,,,,8.3,29.5
Seletar,2019.0,1.0,6.0,0.0,,,,,,,15.5,38.9
Seletar,2019.0,1.0,7.0,0.0,,,,,,,16.9,40.7
Seletar,2019.0,1.0,8.0,1.4,,,,,,,14.4,31.3
Seletar,2019.0,1.0,9.0,0.0,,,,,,,16.6,40.7
Seletar,2019.0,1.0,10.0,0.0,,,,,,,17.6,38.9
Seletar,2019.0,1.0,11.0,1.6,,,,,,,16.2,37.1
Seletar,2019.0,1.0,12.0,0.0,,,,,,,14.0,35.3
